obj,name
objects/tree.17.2299.bin,tree
objects/tree.21.270.bin,tree
objects/tree.22.270.bin,tree
objects/tree.18.3582.bin,tree
objects/tree.19.3582.bin,tree
objects/tree.20.3582.bin,tree
objects/tree.23.5100.bin,tree
objects/tree.24.7288.bin,tree
objects/truck.3.0.bin,truck
objects/truck.4.2446.bin,truck
objects/truck.5.270.bin,truck
objects/trunk.12.0.bin,trunk
objects/trunk.13.0.bin,trunk
objects/trunk.14.2299.bin,trunk
objects/trunk.15.2446.bin,trunk
objects/trunk.16.2446.bin,trunk
objects/trunk.17.2446.bin,trunk
objects/trunk.18.2446.bin,trunk
objects/trunk.19.2738.bin,trunk
objects/trunk.24.270.bin,trunk
objects/trunk.25.270.bin,trunk
objects/trunk.26.270.bin,trunk
objects/trunk.22.5463.bin,trunk
objects/trunk.23.5463.bin,trunk
objects/trunk.34.7288.bin,trunk
objects/ute.1.0.bin,ute
objects/ute.7.270.bin,ute
objects/ute.8.270.bin,ute
objects/ute.2.2299.bin,ute
objects/van.10.2738.bin,van
objects/van.11.2738.bin,van
objects/van.12.3725.bin,van
objects/van.13.3983.bin,van
objects/van.14.3983.bin,van
objects/van.15.4043.bin,van
objects/van.16.4093.bin,van
objects/van.17.4868.bin,van
objects/van.19.5100.bin,van
objects/4wd.12.3582.bin,4wd
objects/4wd.2.3582.bin,4wd
objects/4wd.3.4043.bin,4wd
objects/4wd.4.17038.bin,4wd
objects/4wd.5.17038.bin,4wd
objects/4wd.8.17038.bin,4wd
objects/building.12.2738.bin,building
objects/building.13.3582.bin,building
objects/building.14.3582.bin,building
objects/building.15.270.bin,building
objects/building.16.5229.bin,building
objects/bus.4.2446.bin,bus
objects/bus.5.2299.bin,bus
objects/bus.6.2299.bin,bus
objects/car.0.5463.bin,car
objects/car.1.5463.bin,car
objects/car.10.6994.bin,car
objects/car.11.6123.bin,car
objects/car.16.7288.bin,car
objects/car.18.7288.bin,car
objects/car.2.5463.bin,car
objects/car.3.5463.bin,car
objects/car.31.5463.bin,car
objects/car.32.5463.bin,car
objects/car.34.6994.bin,car
objects/car.35.6994.bin,car
objects/car.36.6994.bin,car
objects/car.37.6994.bin,car
objects/car.4.6994.bin,car
objects/car.5.5563.bin,car
objects/car.6.6994.bin,car
objects/car.7.6994.bin,car
objects/car.8.6994.bin,car
objects/car.9.6994.bin,car
objects/pedestrian.64.3582.bin,pedestrian
objects/pedestrian.65.3582.bin,pedestrian
objects/pedestrian.66.3582.bin,pedestrian
objects/pedestrian.67.3582.bin,pedestrian
objects/pedestrian.68.3582.bin,pedestrian
objects/pedestrian.69.3582.bin,pedestrian
objects/pedestrian.70.3582.bin,pedestrian
objects/pedestrian.71.3582.bin,pedestrian
objects/pedestrian.72.3725.bin,pedestrian
objects/pedestrian.73.3725.bin,pedestrian
objects/pedestrian.74.3725.bin,pedestrian
objects/pedestrian.75.3725.bin,pedestrian
objects/pedestrian.76.3725.bin,pedestrian
objects/pedestrian.77.3725.bin,pedestrian
objects/pedestrian.78.3725.bin,pedestrian
objects/pedestrian.79.3983.bin,pedestrian
objects/pedestrian.80.4093.bin,pedestrian
objects/pedestrian.81.4093.bin,pedestrian
objects/pedestrian.82.4093.bin,pedestrian
objects/pedestrian.83.4093.bin,pedestrian
objects/pedestrian.84.4093.bin,pedestrian
objects/pedestrian.85.4093.bin,pedestrian
objects/pedestrian.86.4093.bin,pedestrian
objects/pedestrian.87.4093.bin,pedestrian
objects/pedestrian.88.4093.bin,pedestrian
objects/pedestrian.89.4093.bin,pedestrian
objects/pedestrian.90.4868.bin,pedestrian
objects/pedestrian.91.4868.bin,pedestrian
objects/pedestrian.92.4868.bin,pedestrian
objects/pedestrian.93.4868.bin,pedestrian
objects/pedestrian.94.4868.bin,pedestrian
objects/pedestrian.95.4868.bin,pedestrian
objects/pedestrian.96.4868.bin,pedestrian
objects/pedestrian.97.4868.bin,pedestrian
objects/pedestrian.98.4868.bin,pedestrian
objects/pedestrian.99.4868.bin,pedestrian
objects/pillar.13.8444.bin,pillar
objects/pillar.14.8444.bin,pillar
objects/pillar.15.8444.bin,pillar
objects/pillar.16.8444.bin,pillar
objects/pillar.17.8444.bin,pillar
objects/pole.7.17589.bin,pole
objects/pole.8.17589.bin,pole
objects/pole.9.17589.bin,pole
objects/pole.5.7288.bin,pole
objects/pole.6.6994.bin,pole
objects/traffic_lights.10.3582.bin,traffic_lights
objects/traffic_lights.11.4093.bin,traffic_lights
objects/traffic_lights.12.4868.bin,traffic_lights
objects/traffic_lights.13.4868.bin,traffic_lights
objects/traffic_lights.9.3582.bin,traffic_lights
objects/traffic_lights.14.6994.bin,traffic_lights
objects/traffic_lights.15.6994.bin,traffic_lights
objects/traffic_lights.16.6994.bin,traffic_lights
objects/traffic_lights.17.5463.bin,traffic_lights
objects/traffic_lights.18.5463.bin,traffic_lights
objects/traffic_lights.21.7288.bin,traffic_lights
objects/traffic_lights.22.7288.bin,traffic_lights
objects/traffic_lights.23.7288.bin,traffic_lights
objects/traffic_lights.24.7288.bin,traffic_lights
objects/traffic_lights.25.7288.bin,traffic_lights
objects/traffic_lights.26.7288.bin,traffic_lights
objects/traffic_lights.27.7288.bin,traffic_lights
objects/traffic_lights.28.7288.bin,traffic_lights
objects/traffic_sign.24.2738.bin,traffic_sign
objects/traffic_sign.25.2738.bin,traffic_sign
objects/traffic_sign.26.3582.bin,traffic_sign
objects/traffic_sign.34.5100.bin,traffic_sign
objects/traffic_sign.35.5100.bin,traffic_sign
objects/traffic_sign.36.5100.bin,traffic_sign
objects/traffic_sign.37.5100.bin,traffic_sign
objects/traffic_sign.38.5229.bin,traffic_sign
objects/traffic_sign.39.5229.bin,traffic_sign
objects/traffic_sign.0.5463.bin,traffic_sign
objects/traffic_sign.1.5463.bin,traffic_sign
objects/traffic_sign.2.5463.bin,traffic_sign
objects/traffic_sign.12.8254.bin,traffic_sign
objects/traffic_sign.13.8254.bin,traffic_sign
objects/traffic_sign.3.8254.bin,traffic_sign
objects/traffic_sign.4.8254.bin,traffic_sign
objects/traffic_sign.40.8254.bin,traffic_sign
objects/traffic_sign.5.8254.bin,traffic_sign
objects/tree.14.10974.bin,tree
objects/tree.15.10974.bin,tree
objects/tree.16.11290.bin,tree
objects/tree.25.8254.bin,tree
objects/tree.26.8444.bin,tree
objects/tree.27.9824.bin,tree
objects/tree.29.10974.bin,tree
objects/tree.30.11204.bin,tree
objects/truck.6.5100.bin,truck
objects/truck.7.5100.bin,truck
objects/truck.11.8444.bin,truck
objects/trunk.27.5100.bin,trunk
objects/trunk.28.5100.bin,trunk
objects/trunk.29.5100.bin,trunk
objects/trunk.30.5229.bin,trunk
objects/trunk.31.5229.bin,trunk
objects/trunk.32.5229.bin,trunk
objects/trunk.33.5229.bin,trunk
objects/trunk.35.8254.bin,trunk
objects/trunk.36.8444.bin,trunk
objects/trunk.37.8444.bin,trunk
objects/trunk.38.8444.bin,trunk
objects/trunk.39.8444.bin,trunk
objects/trunk.40.8444.bin,trunk
objects/ute.3.3582.bin,ute
objects/ute.4.4249.bin,ute
objects/ute.5.4294.bin,ute
objects/ute.11.8254.bin,ute
objects/van.17.6994.bin,van
objects/van.18.5100.bin,van
objects/van.20.5229.bin,van
objects/van.21.5229.bin,van
objects/van.22.5229.bin,van
objects/van.23.5229.bin,van
objects/van.0.6994.bin,van
objects/van.1.6994.bin,van
objects/van.24.6123.bin,van
objects/van.25.7288.bin,van
objects/van.26.7288.bin,van
objects/4wd.14.5229.bin,4wd
objects/4wd.19.10974.bin,4wd
objects/4wd.20.12346.bin,4wd
objects/4wd.10.17589.bin,4wd
objects/building.17.5229.bin,building
objects/building.18.7288.bin,building
objects/building.19.11204.bin,building
objects/building.2.16217.bin,building
objects/building.3.16217.bin,building
objects/bus.8.2738.bin,bus
objects/bus.14.7288.bin,bus
objects/bus.2.6994.bin,bus
objects/car.24.8254.bin,car
objects/car.27.8254.bin,car
objects/car.28.8254.bin,car
objects/car.33.8254.bin,car
objects/car.38.8254.bin,car
objects/car.46.8444.bin,car
objects/car.64.8444.bin,car
objects/car.72.9824.bin,car
objects/car.73.9824.bin,car
objects/car.77.10974.bin,car
objects/car.78.10974.bin,car
objects/car.79.11204.bin,car
objects/car.12.16217.bin,car
objects/car.13.16217.bin,car
objects/car.14.16217.bin,car
objects/car.15.16217.bin,car
objects/car.17.16217.bin,car
objects/car.19.16217.bin,car
objects/car.20.16217.bin,car
objects/car.21.16217.bin,car
objects/car.39.16217.bin,car
objects/pedestrian.136.8254.bin,pedestrian
objects/pedestrian.137.8254.bin,pedestrian
objects/pedestrian.138.8254.bin,pedestrian
objects/pedestrian.139.8254.bin,pedestrian
objects/pedestrian.140.8254.bin,pedestrian
objects/pedestrian.141.8254.bin,pedestrian
objects/pedestrian.142.8254.bin,pedestrian
objects/pedestrian.107.5100.bin,pedestrian
objects/pedestrian.108.5100.bin,pedestrian
objects/pedestrian.109.5100.bin,pedestrian
objects/pedestrian.110.5100.bin,pedestrian
objects/pedestrian.111.5100.bin,pedestrian
objects/pedestrian.112.5100.bin,pedestrian
objects/pedestrian.113.5100.bin,pedestrian
objects/pedestrian.114.5100.bin,pedestrian
objects/pedestrian.115.5229.bin,pedestrian
objects/pedestrian.116.5229.bin,pedestrian
objects/pedestrian.117.5229.bin,pedestrian
objects/pedestrian.118.5229.bin,pedestrian
objects/pedestrian.119.5229.bin,pedestrian
objects/pedestrian.143.8444.bin,pedestrian
objects/pedestrian.144.8444.bin,pedestrian
objects/pedestrian.145.8444.bin,pedestrian
objects/pedestrian.146.8444.bin,pedestrian
objects/pedestrian.147.8444.bin,pedestrian
objects/pedestrian.148.8444.bin,pedestrian
objects/pedestrian.149.8444.bin,pedestrian
objects/pedestrian.150.8444.bin,pedestrian
objects/pedestrian.39.23124.bin,pedestrian
objects/pedestrian.40.23124.bin,pedestrian
objects/pedestrian.41.23124.bin,pedestrian
objects/pedestrian.42.23124.bin,pedestrian
objects/pedestrian.43.23124.bin,pedestrian
objects/pedestrian.44.23124.bin,pedestrian
objects/pillar.10.8254.bin,pillar
objects/pillar.11.8254.bin,pillar
objects/pillar.12.8254.bin,pillar
objects/pillar.9.8254.bin,pillar
objects/pole.3.17038.bin,pole
objects/pole.0.5100.bin,pole
objects/pole.19.5229.bin,pole
objects/pole.2.5100.bin,pole
objects/traffic_lights.29.8254.bin,traffic_lights
objects/traffic_lights.30.8254.bin,traffic_lights
objects/traffic_lights.31.8254.bin,traffic_lights
objects/traffic_lights.32.8254.bin,traffic_lights
objects/traffic_lights.33.8254.bin,traffic_lights
objects/traffic_lights.34.8254.bin,traffic_lights
objects/traffic_lights.35.8254.bin,traffic_lights
objects/traffic_lights.36.8254.bin,traffic_lights
objects/traffic_sign.17.8444.bin,traffic_sign
objects/traffic_sign.18.11290.bin,traffic_sign
objects/traffic_sign.41.9824.bin,traffic_sign
objects/traffic_sign.44.10974.bin,traffic_sign
objects/traffic_sign.45.11204.bin,traffic_sign
objects/traffic_sign.46.12346.bin,traffic_sign
objects/traffic_sign.47.12346.bin,traffic_sign
objects/traffic_sign.48.12346.bin,traffic_sign
objects/traffic_sign.49.12715.bin,traffic_sign
objects/traffic_sign.50.12715.bin,traffic_sign
objects/traffic_sign.51.12715.bin,traffic_sign
objects/tree.31.12346.bin,tree
objects/tree.32.12715.bin,tree
objects/tree.33.12715.bin,tree
objects/tree.0.16217.bin,tree
objects/tree.1.16217.bin,tree
objects/tree.10.16217.bin,tree
objects/tree.2.16217.bin,tree
objects/tree.3.16217.bin,tree
objects/truck.10.7288.bin,truck
objects/truck.8.5563.bin,truck
objects/truck.9.6783.bin,truck
objects/trunk.10.11886.bin,trunk
objects/trunk.11.11886.bin,trunk
objects/trunk.41.9824.bin,trunk
objects/trunk.42.9824.bin,trunk
objects/trunk.43.9824.bin,trunk
objects/trunk.44.9824.bin,trunk
objects/trunk.45.9824.bin,trunk
objects/trunk.48.11204.bin,trunk
objects/trunk.49.12346.bin,trunk
objects/trunk.50.12346.bin,trunk
objects/trunk.51.12346.bin,trunk
objects/trunk.52.12346.bin,trunk
objects/trunk.9.11290.bin,trunk
objects/trunk.53.12715.bin,trunk
objects/trunk.54.12715.bin,trunk
objects/ute.10.5229.bin,ute
objects/ute.12.8444.bin,ute
objects/ute.13.9824.bin,ute
objects/ute.9.5100.bin,ute
objects/van.27.8254.bin,van
objects/van.28.8254.bin,van
objects/van.29.8444.bin,van
objects/van.30.8444.bin,van
objects/van.31.8444.bin,van
objects/van.32.11204.bin,van
objects/van.8.12119.bin,van
objects/van.9.11886.bin,van
